key	英文原文	当前中文	修改列(填这里覆盖)	备注
Career.ContractLocations.nebra-volcano.Description	A volcano with a collapsed crater that now resembles a teapot. I could swear I saw it up in the sky, green as an emerald in the blue; now I'm wondering if it was really you.	一座火山口坍塌、形似茶壶的火山。我敢发誓曾在天空中见过它，碧绿如蓝幕中的祖母绿；如今我怀疑那到底是不是你。		
Career.ContractLocations.nebra-depth.Name	Litke Basin	利特克海盆		
Career.ContractLocations.nebra-depth.Description	If Nebra's water temperature wasn't enough of a problem for you, the Litke Basin adds total darkness and abyssal pressures to the mix.	如果 Nebra 的水温对你来说还不够麻烦，利特克海盆还额外奉上彻底的黑暗与深渊般的压力。		
Career.ContractLocations.taurus-mountains.Name	Terrace of the Tornat	托尔纳特台地		
Career.ContractLocations.taurus-mountains.Description	A terrace in the side of the largest mountain in Taurus looking into one of the most extreme valleys in the Juno system.	Taurus 最大山峰侧面的台地，俯瞰 Juno 行星系中最极端的山谷之一。		
Career.ContractLocations.taurus-mesa.Name	Niltsi Mesa	尼尔齐方山		
Career.ContractLocations.taurus-mesa.Description	A very thin and tall mesa at the end of the longest depression, surrounded by cliffs from all directions except the entrance of the neck.	一座极细高的方山，坐落于最长洼地的尽头，除颈部入口外四面皆为峭壁。		
Career.ContractLocations.taurus-estuaries.Name	Ezaro Estuary	埃萨罗河口		
Career.ContractLocations.taurus-estuaries.Description	The largest methane ocean in Taurus is surrounded by estuaries that dig into the coast, almost scratching the large mesa mountains.	Taurus 最大的甲烷海洋四周环绕着切入海岸的河口，几乎触及那些巨大的方山。		
Career.ContractLocations.taurus-lake.Name	Pythoness Lake	女祭司湖		
Career.ContractLocations.taurus-lake.Description	Taurus has a large portion of its surface covered in methane. This archipelago is one of the most accessible spots to one of the largest lakes.	Taurus 表面很大一部分被甲烷覆盖。这片群岛是通往最大湖泊之一的最易到达的地点。		
Career.ContractLocations.Droo.Village.Name	Village	村庄		
Career.ContractLocations.Droo.Village.Launchpad.Name	Village Launchpad	村庄发射台		
Career.ContractLocations.Droo.Village.RunwayEnd.Name	Village Runway's Edge	村庄跑道边缘		
Career.ContractLocations.Droo.Village.RunwayTop.Name	Village Runway's Top	村庄跑道顶端		
Career.ContractLocations.Droo.Ali.Name	Ali Base	阿里基地		
Career.ContractLocations.Droo.Ali.Outpost.Name	Ali Outpost	阿里前哨站		
Career.ContractLocations.Droo.Ali.Pad.Name	Ali Launchpad	阿里发射台		
Career.ContractLocations.Droo.DSC.Port.Name	DSC Port	DSC 港口		
Career.ContractLocations.Droo.DroneShip.Name	Droneship	无人船		
Career.ContractLocations.Droo.GS.Rainforest.Name	Hippolyta Ground Station	希波吕忒地面站		
Career.ContractLocations.Droo.GS.Grassland.Name	Bliss Ground Station	极乐地面站		
Career.ContractLocations.Droo.GS.Archipelago.Name	Brigo Ground Station	Brigo 地面站		
Career.ContractLocations.Droo.GS.Polar.Name	Amundsen Ground Station	阿蒙森地面站		
Career.ContractLocations.Luna.Base.Name	Luna Base	Luna 基地		
Planets.Juno.Name	Juno	Juno		
Planets.Vulco.Name	Vulco	Vulco		
Planets.Sergeaa.Name	Sergeaa	Sergeaa		
Planets.Oord.Name	Oord	Oord		
Planets.Droo.Name	Droo	Droo		
Planets.Luna.Name	Luna	Luna		
Planets.Brigo.Name	Brigo	Brigo		
Planets.TT.Name	T.T.	T.T.		
Planets.Cylero.Name	Cylero	Cylero		
Planets.Herma.Name	Herma	Herma		
Planets.Niobe.Name	Niobe	Niobe		
Planets.HandrewsComet.Name	Handrew's Comet	汉德鲁彗星		
Planets.Tydos.Name	Tydos	Tydos		
Planets.Nebra.Name	Nebra	Nebra		
Planets.Miros.Name	Miros	Miros		
Planets.Orcus.Name	Orcus	Orcus		
Planets.Urados.Name	Urados	Urados		
Planets.Jastrus.Name	Jastrus	Jastrus		
Planets.Boreas.Name	Boreas	Boreas		
Planets.Taurus.Name	Taurus	Taurus		
Planets.Hypatchion.Name	Hypatchion	Hypatchion		
Planets.Cladh.Name	Cladh	Cladh		
Systems.JunoSystemClassic.Name	Juno System (Classic)	Juno 行星系（经典）		
Systems.JunoSystem.Name	Juno System	Juno 行星系		
Career.Customers.fizzlebottom.Name	Algernon Fizzlebottom	阿尔杰农·菲泽尔博顿		
Career.Customers.fizzlebottom.Hello	SALUTATIONS	致敬		
Career.Customers.fizzlebottom.LongBio	The Fizzlebottom family is well known for their wealth. Algernon has decided to invest heavily in New Space, throwing money at startups to see how far they get. Your mission is to achieve some of the milestones he's set to unlock new technologies.	菲泽尔博顿家族以富有闻名。阿尔杰农决定大举投资新兴航天，向初创企业砸钱看它们能走多远。你的任务是达成他设定的里程碑，以解锁新技术。		
Career.Customers.buck.Name	Buck Marshall	巴克·马歇尔		
Career.Customers.buck.Hello	MUCHO GUSTO	幸会		
Career.Customers.buck.LongBio	Buck Marshall is the mayor of Juno Village, a small settlement in Droo's largest mountain range. He's been trying to promote the region's aerospace sector, and finally someone gets to use the infrastructure he built, so prepare for some challenges.	巴克·马歇尔是 Juno 村的村长，这座小定居点位于 Droo 最大的山脉中。他一直努力推动该地区的航天产业，如今终于有人要用上他建的基础设施了，准备好迎接挑战吧。		
Career.Customers.schafer.Name	Chuck Schafer	查克·谢弗		
Career.Customers.schafer.Hello	AYE AYE	遵命		
Career.Customers.schafer.LongBio	General Schafer runs the not-so-secret Ali Base, a facility hidden in a salt lake surrounded by mountains. He'll send you some really interesting contracts, but he seems to be hiding something from you.	谢弗将军管理着并不那么秘密的阿里基地，那是一处隐藏在群山环绕的盐湖中的设施。他会给你派发一些非常有趣的合约，但他似乎对你隐瞒着什么。		
Career.Customers.shotwell.Name	Evelyn Shotwell	伊芙琳·肖特韦尔		
Career.Customers.shotwell.Hello	MY PLEASURE	荣幸之至		
Career.Customers.shotwell.LongBio	Evelyn is the director of the Droo Space Center. She'll assign you some of the hardest missions, but rest assured they come with good pay.	伊芙琳是 Droo 航天中心的主任。她会交给你一些最艰难的任务，但请放心，报酬也相当丰厚。		
Career.Customers.pricklespac.Name	Prof von Pricklespac	冯·普里克尔斯帕克教授		
Career.Customers.pricklespac.Hello	GUTEN TAG	日安		
Career.Customers.pricklespac.LongBio	Wacky scientist though he is, Pricklespac is one of the most renowned researchers on Droo. He's looking for help gathering data to prove other forms of life exist in the Juno System.	虽说普里克尔斯帕克是个古怪的科学家，但他是 Droo 上最知名的研究者之一。他正寻求帮助以收集数据，证明 Juno 行星系中还存在其他生命形式。		
Career.LaunchLocations.LunaBase.Name	Luna Base	Luna 基地		
Career.LaunchLocations.LunaBase.Description	A launchpad situated in a southern crater at Luna, no need to worry about getting to orbit through a thick atmosphere.	位于 Luna 南部环形山中的发射台，无需为穿越厚重的大气进入轨道而烦恼。		
Career.LaunchLocations.DSCLaunchPad.Name	DSC Launch Pad	DSC 发射台		
Career.LaunchLocations.DSCLaunchPad.Description	An advanced elevated launchpad with a grid to deflect the rocket exhausts to the sea, perfectly placed at the equator for the most efficient equatorial orbits.	一座先进的高架发射台，配有导流格栅将火箭尾焰引向大海，且恰好位于赤道上，可实现最高效的赤道轨道。		
Career.LaunchLocations.DSCLargePad.Name	DSC Large Pad	DSC 大型发射台		
Career.LaunchLocations.DSCLargePad.Description	A large pad of concrete with a lot of clearance all around it, allowing for the largest crafts and spaceships imaginable to launch.	一块大型混凝土地坪，四周留有充足净空，可发射你能想象到的最庞大的载具与飞船。		
Career.LaunchLocations.DSCWestwardRunway.Name	DSC Westward Runway	DSC 西向跑道		
Career.LaunchLocations.DSCWestwardRunway.Description	A large runway with close access to the hangars of the DSC, pointing East-West while being almost exactly at the equator of Droo.	一条大型跑道，紧邻 DSC 机库，呈东西走向，几乎正好位于 Droo 的赤道上。		
Career.LaunchLocations.DSCEastwardRunway.Name	DSC Eastward Runway	DSC 东向跑道		
Career.LaunchLocations.DSCEastwardRunway.Description	A large runway that requires some taxi-ing, pointing West-East while being almost exactly at the equator of Droo.	一条需要滑行一段距离的大型跑道，呈西东走向，几乎正好位于 Droo 的赤道上。		
Career.LaunchLocations.DSCSecondaryRunway.Name	DSC Secondary Runway	DSC 辅助跑道		
Career.LaunchLocations.DSCSecondaryRunway.Description	A mid-sized runway on the DSC, ending on a sea cliff that gives a last chance to pitch up in an emergency.	DSC 上的一条中型跑道，终止于海边悬崖，为紧急情况提供最后一次拉起的机会。		
Career.LaunchLocations.AliPad.Name	Ali Pad	阿里发射台		
Career.LaunchLocations.AliPad.Description	A secret rocket launch facility surrounded by mountains meant to do potentially explosive tests without harming any equipment.	一处群山环绕的秘密火箭发射设施，用于进行可能发生爆炸的测试而不损坏任何设备。		
Career.LaunchLocations.Ali10L.Name	Ali 10L	阿里 10L		
Career.LaunchLocations.Ali10L.Description	A mid sized runway situated in a secret military base in a salt lake surrounded by tall mountains.	一条中型跑道，位于高山环绕的盐湖中的秘密军事基地内。		
Career.LaunchLocations.Ali28R.Name	Ali 28R	阿里 28R		
Career.LaunchLocations.Ali28R.Description	A mid sized runway situated in a secret military base in a salt lake surrounded by tall mountains.	一条中型跑道，位于高山环绕的盐湖中的秘密军事基地内。		
Career.LaunchLocations.JunoVillagePad.Name	Juno Village Pad	Juno 村发射台		
Career.LaunchLocations.JunoVillagePad.Description	A small pad far from the village to launch and blow things up without minding the neighbors.	远离村庄的小型发射台，可以随意发射和炸东西而不打扰邻居。		
Career.LaunchLocations.JunoVillageRunway.Name	Juno Village Runway	Juno 村跑道		
Career.LaunchLocations.JunoVillageRunway.Description	A small and complicated runway situated in the edge of a mountain, with a ramp to make up for its short length.	一条位于山边的小型复杂跑道，用一段斜坡来弥补其不足的长度。		
Career.LaunchLocations.DSCBay.Name	DSC Bay	DSC 海湾		
Career.LaunchLocations.DSCBay.Description	A spot in the water in front of the DSC port, ideal for launching boats and floatplanes straight from the water. Unlocking it lowers recovery fees for crafts in the water.	位于 DSC 港口前方水域的一处场地，非常适合直接在水上发射船只和水上飞机。解锁后可降低水上载具的回收费用。		
Career.LaunchLocations.LaunchPad.Name	Launch Pad	发射台		
Career.LaunchLocations.LaunchPad.Description	The default launch pad at the Droo Space Center, a reliable starting point for reaching orbit.	Droo 航天中心的默认发射台，是进入轨道的可靠起点。		
Career.LaunchLocations.Runway.Name	Runway	跑道		
Career.LaunchLocations.Runway.Description	The default runway at the Droo Space Center, ideal for taking off with planes and spaceplanes.	Droo 航天中心的默认跑道，非常适合飞机与空天飞机起飞。		
Career.LaunchLocations.Water.Name	Water	水面		
Career.LaunchLocations.Water.Description	A spot in the water off the Droo Space Center, ideal for launching boats and floatplanes.	Droo 航天中心外的一处水域，非常适合发射船只和水上飞机。		
Career.LaunchLocations.Luna.Name	Luna	Luna		
Career.LaunchLocations.Luna.Description	A landing site on the surface of Luna, free of a thick atmosphere on the way to orbit.	Luna 表面的一处着陆点，进入轨道途中没有厚重大气的阻碍。		
Career.Modes.Default.Description	This is the stock career mode.	这是原版生涯模式。		
Career.Modes.Hybrid.Description	Kind of like career, but with all the neat tools from sandbox mode.	类似生涯模式，但拥有沙盒模式中所有好用的工具。		
Career.Milestones.contracts.Name	Fulfilled Contracts	已履行合约		
Career.Milestones.contracts.Description	Who wants to explore when you can farm the same contract over and over? Let's see how many contracts you can get.	能反复刷同一个合约，谁还想去探索呢？看看你能完成多少份合约吧。		
